,location,date,total_cases,new_cases,total_deaths,new_deaths
126302,United States,2021-06-15,33564020.0,10710.0,599800.0,334.0
126303,United States,2021-06-16,33576646.0,12626.0,600183.0,383.0
126304,United States,2021-06-17,33587241.0,10595.0,600500.0,317.0
126305,United States,2021-06-18,33608555.0,21314.0,601114.0,614.0
126306,United States,2021-06-19,33616941.0,8386.0,601289.0,175.0
126307,United States,2021-06-20,33621428.0,4487.0,601359.0,70.0
126308,United States,2021-06-21,33633167.0,11739.0,601624.0,265.0
126309,United States,2021-06-22,33644015.0,10848.0,601975.0,351.0
126310,United States,2021-06-23,33657150.0,13135.0,602374.0,399.0
126311,United States,2021-06-24,33670798.0,13648.0,602714.0,340.0
126312,United States,2021-06-25,33695124.0,24326.0,603237.0,523.0
126313,United States,2021-06-26,33703771.0,8647.0,603394.0,157.0
126314,United States,2021-06-27,33708037.0,4266.0,603464.0,70.0
126315,United States,2021-06-28,33722682.0,14645.0,603616.0,152.0
126316,United States,2021-06-29,33729456.0,6774.0,603953.0,337.0
126317,United States,2021-06-30,33745778.0,16322.0,604248.0,295.0
126318,United States,2021-07-01,33760144.0,14366.0,604534.0,286.0
126319,United States,2021-07-02,33789578.0,29434.0,604969.0,435.0
126320,United States,2021-07-03,33794206.0,4628.0,605051.0,82.0
126321,United States,2021-07-04,33798004.0,3798.0,605089.0,38.0
126322,United States,2021-07-05,33806822.0,8818.0,605211.0,122.0
126323,United States,2021-07-06,33830332.0,23510.0,605524.0,313.0
126324,United States,2021-07-07,33853020.0,22688.0,605845.0,321.0
126325,United States,2021-07-08,33872035.0,19015.0,606093.0,248.0
126326,United States,2021-07-09,33919552.0,47517.0,606555.0,462.0
126327,United States,2021-07-10,33927902.0,8350.0,606638.0,83.0
126328,United States,2021-07-11,33938989.0,11087.0,606747.0,109.0
126329,United States,2021-07-12,33972821.0,33832.0,606986.0,239.0
126330,United States,2021-07-13,33999179.0,26358.0,607345.0,359.0
126331,United States,2021-07-14,34032460.0,33281.0,607677.0,332.0
126332,United States,2021-07-15,34062376.0,29916.0,608003.0,326.0
126333,United States,2021-07-16,34139859.0,77483.0,608361.0,358.0
126334,United States,2021-07-17,34151642.0,11783.0,608428.0,67.0
126335,United States,2021-07-18,34171523.0,19881.0,608601.0,173.0
126336,United States,2021-07-19,34224001.0,52478.0,608801.0,200.0
126337,United States,2021-07-20,34264538.0,40537.0,609093.0,292.0
126338,United States,2021-07-21,34315141.0,50603.0,609445.0,352.0
126339,United States,2021-07-22,34369873.0,54732.0,609739.0,294.0
126340,United States,2021-07-23,34489284.0,119411.0,610299.0,560.0
126341,United States,2021-07-24,34514395.0,25111.0,610418.0,119.0
126342,United States,2021-07-25,34539868.0,25473.0,610503.0,85.0
126343,United States,2021-07-26,34627028.0,87160.0,610768.0,265.0
126344,United States,2021-07-27,34695513.0,68485.0,611217.0,449.0
126345,United States,2021-07-28,34765202.0,69689.0,611598.0,381.0
126346,United States,2021-07-29,34844461.0,79259.0,611925.0,327.0
126347,United States,2021-07-30,35032669.0,188208.0,612798.0,873.0
126348,United States,2021-07-31,35065136.0,32467.0,612951.0,153.0
126349,United States,2021-08-01,35107964.0,42828.0,613164.0,213.0
126350,United States,2021-08-02,35228864.0,120900.0,613525.0,361.0
126351,United States,2021-08-03,35331922.0,103058.0,614109.0,584.0
126352,United States,2021-08-04,35428999.0,97077.0,614642.0,533.0
126353,United States,2021-08-05,35539806.0,110807.0,615146.0,504.0
126354,United States,2021-08-06,35795056.0,255250.0,616300.0,1154.0
126355,United States,2021-08-07,35843705.0,48649.0,616548.0,248.0
126356,United States,2021-08-08,35871421.0,27716.0,616662.0,114.0
126357,United States,2021-08-09,36052181.0,180760.0,617168.0,506.0
126358,United States,2021-08-10,36173133.0,120952.0,618033.0,865.0
126359,United States,2021-08-11,36329859.0,156726.0,618812.0,779.0
126360,United States,2021-08-12,36471759.0,141900.0,619824.0,1012.0
126361,United States,2021-08-13,36701817.0,230058.0,620880.0,1056.0
126362,United States,2021-08-14,36751104.0,49287.0,621134.0,254.0
126363,United States,2021-08-15,36792324.0,41220.0,621310.0,176.0
126364,United States,2021-08-16,37013065.0,220741.0,622363.0,1053.0
126365,United States,2021-08-17,37165492.0,152427.0,623390.0,1027.0
126366,United States,2021-08-18,37325826.0,160334.0,624565.0,1175.0
126367,United States,2021-08-19,37481582.0,155756.0,626346.0,1781.0
126368,United States,2021-08-20,37727550.0,245968.0,627825.0,1479.0
126369,United States,2021-08-21,37793442.0,65892.0,628361.0,536.0
126370,United States,2021-08-22,37829449.0,36007.0,628531.0,170.0
126371,United States,2021-08-23,38068088.0,238639.0,629916.0,1385.0
126372,United States,2021-08-24,38225815.0,157727.0,631338.0,1422.0
126373,United States,2021-08-25,38394784.0,168969.0,632828.0,1490.0
126374,United States,2021-08-26,38579942.0,185158.0,635048.0,2220.0
126375,United States,2021-08-27,38823377.0,243435.0,636769.0,1721.0
126376,United States,2021-08-28,38883360.0,59983.0,637389.0,620.0
126377,United States,2021-08-29,38925634.0,42274.0,637659.0,270.0
126378,United States,2021-08-30,39185943.0,260309.0,639423.0,1764.0
126379,United States,2021-08-31,39357567.0,171624.0,640866.0,1443.0
126380,United States,2021-09-01,39559975.0,202408.0,642900.0,2034.0
126381,United States,2021-09-02,39735354.0,175379.0,645853.0,2953.0
126382,United States,2021-09-03,39971480.0,236126.0,647821.0,1968.0
126383,United States,2021-09-04,40035058.0,63578.0,648427.0,606.0
126384,United States,2021-09-05,40075014.0,39956.0,648807.0,380.0
126385,United States,2021-09-06,40150314.0,75300.0,649397.0,590.0
126386,United States,2021-09-07,40428618.0,278304.0,651531.0,2134.0
126387,United States,2021-09-08,40610852.0,182234.0,653809.0,2278.0
126388,United States,2021-09-09,40771719.0,160867.0,657093.0,3284.0
126389,United States,2021-09-10,40999984.0,228265.0,659523.0,2430.0
126390,United States,2021-09-11,41063426.0,63442.0,660297.0,774.0
126391,United States,2021-09-12,41098783.0,35357.0,660610.0,313.0
126392,United States,2021-09-13,41360287.0,261504.0,662804.0,2194.0
126393,United States,2021-09-14,41505638.0,145351.0,664732.0,1928.0
126394,United States,2021-09-15,41678396.0,172758.0,667497.0,2765.0
126395,United States,2021-09-16,41833292.0,154896.0,670956.0,3459.0
126396,United States,2021-09-17,42041554.0,208262.0,673401.0,2445.0
126397,United States,2021-09-18,42097707.0,56153.0,674316.0,915.0
126398,United States,2021-09-19,42132601.0,34894.0,674639.0,323.0
126399,United States,2021-09-20,42335885.0,203284.0,676995.0,2356.0
126400,United States,2021-09-21,42457140.0,121255.0,679347.0,2352.0
126401,United States,2021-09-22,42591211.0,134071.0,682192.0,2845.0
126402,United States,2021-09-23,42717061.0,125850.0,685459.0,3267.0
126403,United States,2021-09-24,42894102.0,177041.0,687942.0,2483.0
126404,United States,2021-09-25,42940781.0,46679.0,688693.0,751.0
126405,United States,2021-09-26,42986027.0,45246.0,689208.0,515.0
126406,United States,2021-09-27,43162281.0,176254.0,691580.0,2372.0
126407,United States,2021-09-28,43273013.0,110732.0,694137.0,2557.0
126408,United States,2021-09-29,43396488.0,123475.0,696749.0,2612.0
126409,United States,2021-09-30,43506850.0,110362.0,699543.0,2794.0
126410,United States,2021-10-01,43658244.0,151394.0,701678.0,2135.0
126411,United States,2021-10-02,43700066.0,41822.0,702411.0,733.0
126412,United States,2021-10-03,43736824.0,36758.0,702888.0,477.0
126413,United States,2021-10-04,43896909.0,160085.0,704919.0,2031.0
126414,United States,2021-10-05,43994325.0,97416.0,706824.0,1905.0
126415,United States,2021-10-06,44106230.0,111905.0,709450.0,2626.0
126416,United States,2021-10-07,44205895.0,99665.0,711927.0,2477.0
126417,United States,2021-10-08,44332033.0,126138.0,713757.0,1830.0
126418,United States,2021-10-09,44358772.0,26739.0,714119.0,362.0
126419,United States,2021-10-10,44392331.0,33559.0,714559.0,440.0
126420,United States,2021-10-11,44502311.0,109980.0,715734.0,1175.0
126421,United States,2021-10-12,44608773.0,106462.0,718082.0,2348.0
126422,United States,2021-10-13,44731111.0,122338.0,721303.0,3221.0
126423,United States,2021-10-14,44816970.0,85859.0,723436.0,2133.0
126424,United States,2021-10-15,44926237.0,109267.0,725247.0,1811.0
126425,United States,2021-10-16,44957837.0,31600.0,725711.0,464.0
126426,United States,2021-10-17,44986977.0,29140.0,726129.0,418.0
126427,United States,2021-10-18,45095805.0,108828.0,727934.0,1805.0
126428,United States,2021-10-19,45177256.0,81451.0,730055.0,2121.0
126429,United States,2021-10-20,45268514.0,91258.0,733236.0,3181.0
126430,United States,2021-10-21,45347659.0,79145.0,735204.0,1968.0
126431,United States,2021-10-22,45443094.0,95435.0,737079.0,1875.0
126432,United States,2021-10-23,45468408.0,25314.0,737563.0,484.0
126433,United States,2021-10-24,45484257.0,15849.0,737757.0,194.0
126434,United States,2021-10-25,45604471.0,120214.0,739202.0,1445.0
126435,United States,2021-10-26,45673896.0,69425.0,740786.0,1584.0
126436,United States,2021-10-27,45774626.0,100730.0,742832.0,2046.0
126437,United States,2021-10-28,45852473.0,77847.0,744634.0,1802.0
126438,United States,2021-10-29,45945775.0,93302.0,746327.0,1693.0
126439,United States,2021-10-30,45974243.0,28468.0,746643.0,316.0
126440,United States,2021-10-31,46003505.0,29262.0,746830.0,187.0
126441,United States,2021-11-01,46123202.0,119697.0,748075.0,1245.0
126442,United States,2021-11-02,46194585.0,71383.0,749313.0,1238.0
126443,United States,2021-11-03,46280039.0,85454.0,751238.0,1925.0
126444,United States,2021-11-04,46362071.0,82032.0,752388.0,1150.0
126445,United States,2021-11-05,46457607.0,95536.0,754473.0,2085.0
126446,United States,2021-11-06,46487235.0,29628.0,754865.0,392.0
126447,United States,2021-11-07,46520104.0,32869.0,754990.0,125.0
126448,United States,2021-11-08,46637100.0,116996.0,756220.0,1230.0
126449,United States,2021-11-09,46718348.0,81248.0,757651.0,1431.0
126450,United States,2021-11-10,46813361.0,95013.0,759277.0,1626.0
126451,United States,2021-11-11,46873485.0,60124.0,760037.0,760.0
126452,United States,2021-11-12,47013028.0,139543.0,762520.0,2483.0
126453,United States,2021-11-13,47056556.0,43528.0,762972.0,452.0
126454,United States,2021-11-14,47077864.0,21308.0,763092.0,120.0
